QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI	Coverage	
org.apache.kafka.clients.admin.AlterPartitionReassignmentsResult	AlterPartitionReassignmentsResult	low	low	low	low	0	0	0	0	0	0	9	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.AlterReplicaLogDirsOptions	AlterReplicaLogDirsOptions	low	low	low	low	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.AlterReplicaLogDirsResult	AlterReplicaLogDirsResult	low	low	low	low	0	0	0	0	0	0	9	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.AlterUserScramCredentialsOptions	AlterUserScramCredentialsOptions	low	low	low	low	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.AlterUserScramCredentialsResult	AlterUserScramCredentialsResult	low	low	low	low	0	0	0	0	0	0	9	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.Config	Config	low	low	low	low	0	0	0	0	0	0	24	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.ConfigEntry	ConfigEntry	low	low	low-medium	low	0	0	0	0	0	0	137	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.ConsumerGroupDescription	ConsumerGroupDescription	low	low	low-medium	low	0	0	0	0	0	0	69	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.ConsumerGroupListing	ConsumerGroupListing	low	low	low	low	0	0	0	0	0	0	48	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.CreateAclsOptions	CreateAclsOptions	low	low	low	low	0	0	0	0	0	0	5	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.CreateAclsResult	CreateAclsResult	low	low	low	low	0	0	0	0	0	0	9	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.CreateDelegationTokenOptions	CreateDelegationTokenOptions	low	low	low	low	0	0	0	0	0	0	20	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.CreateDelegationTokenResult	CreateDelegationTokenResult	low	low	low	low	0	0	0	0	0	0	7	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.CreatePartitionsOptions	CreatePartitionsOptions	low	low	low	low	0	0	0	0	0	0	15	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.CreatePartitionsResult	CreatePartitionsResult	low	low	low	low	0	0	0	0	0	0	9	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.CreateTopicsOptions	CreateTopicsOptions	low	low	low	low	0	0	0	0	0	0	17	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.CreateTopicsResult	CreateTopicsResult	low	low	low-medium	low	0	0	0	0	0	0	52	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeleteAclsOptions	DeleteAclsOptions	low	low	low	low	0	0	0	0	0	0	5	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeleteAclsResult	DeleteAclsResult	low	low	low	low	0	0	0	0	0	0	38	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeleteConsumerGroupOffsetsOptions	DeleteConsumerGroupOffsetsOptions	low	low	low	low	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.kafka.clients.admin.DeleteConsumerGroupOffsetsResult	DeleteConsumerGroupOffsetsResult	low	low	low	low	0	0	0	0	0	0	40	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
