QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI	Coverage	
weka
<Package>weka	weka	low	low	low	low						74	204													
weka.Run	Run	very-high	medium-high	low-medium	low	13	1190	35	1	0	72	204	192	0	0	0	3	0	0.0	0.25	0.0	0	0.0		
<Package>weka.associations	weka.associations	high	medium-high	medium-high	low						1061	3917													
weka.associations.AbstractAssociator	AbstractAssociator	very-high	low-medium	low-medium	medium-high	6	214	22	1	3	25	76	71	1	1	11	4	0	1.0	0.722	0.99	0	0.0		
weka.associations.Apriori	Apriori	very-high	high	very-high	high	23	514	99	2	0	194	835	804	21	6	65	1	1	0.893	0.818	0.899	0	0.031		
weka.associations.AprioriItemSet	AprioriItemSet	medium-high	low	medium-high	low-medium	5	69	26	2	0	61	316	313	0	1	10	3	1	0.0	0.604	0.0	0	0.2		
weka.associations.AssociationRule	AssociationRule	low-medium	low	low	medium-high	1	19	7	1	1	24	43	42	0	0	15	0	0	0.0	0.778	0.0	0	0.0		
weka.associations.AssociationRules	AssociationRules	low	low	low	low	2	25	8	1	1	10	28	24	2	1	8	0	0	0.667	0.531	0.464	0	0.0		
weka.associations.AssociationRulesProducer	AssociationRulesProducer	low	low	low	low	1	3	0	1	3	3	4	3	0	0	3	0	0	0.0	0.0	0.0	0	0.0		
weka.associations.Associator	Associator	low	low	low	low	2	2	0	1	1	2	3	2	0	0	2	0	0	0.0	0.25	0.0	0	0.0		
weka.associations.AssociatorEvaluation	AssociatorEvaluation	low-medium	low-medium	low-medium	low-medium	8	83	38	1	0	26	113	111	1	0	7	4	0	0.0	0.636	0.867	0	0.0		
weka.associations.BinaryItem	BinaryItem	low-medium	low	low	low	1	25	8	3	0	9	19	16	0	1	3	0	0	0.0	0.5	0.0	1	0.0		
weka.associations.CARuleMiner	CARuleMiner	low	low	low	low	1	5	0	1	1	5	6	5	0	0	5	0	0	0.0	0.533	0.0	0	0.0		
weka.associations.CheckAssociator	CheckAssociator	very-high	medium-high	medium-high	low-medium	13	225	90	3	0	142	610	607	1	1	26	1	0	0.7	0.623	0.786	1	0.0		
weka.associations.DefaultAssociationRule	DefaultAssociationRule	low-medium	low	low-medium	medium-high	1	26	9	2	0	21	131	64	7	2	14	0	0	0.769	0.743	0.615	0	0.0		
weka.associations.FPGrowth	FPGrowth	very-high	medium-high	very-high	high	20	444	145	2	0	206	913	687	16	1	62	6	1	0.914	0.884	0.962	0	0.032		
weka.associations.FilteredAssociationRules	FilteredAssociationRules	low-medium	low	low	low-medium	1	12	3	2	0	8	26	22	2	1	8	0	3	0.619	0.625	0.0	0	0.75		
weka.associations.FilteredAssociator	FilteredAssociator	very-high	medium-high	low-medium	medium-high	16	353	49	3	0	36	150	144	3	1	20	1	2	0.833	0.752	0.854	0	0.3		
weka.associations.Item	Item	low	low	low	medium-high	1	34	8	1	2	19	43	39	2	1	14	0	0	0.633	0.762	0.56	0	0.0		
weka.associations.ItemSet	ItemSet	medium-high	low	low-medium	medium-high	5	76	36	1	2	95	242	236	4	1	21	8	0	0.783	0.774	0.559	0	0.0		
weka.associations.LabeledItemSet	LabeledItemSet	medium-high	low	low-medium	medium-high	5	64	33	2	0	63	194	189	2	1	8	8	2	0.667	0.736	0.633	0	0.5		
weka.associations.NominalItem	NominalItem	low-medium	low	low	low-medium	1	38	7	2	1	12	31	28	1	1	6	0	0	0.625	0.667	0.333	0	0.0		
weka.associations.NumericItem	NumericItem	low-medium	low	low-medium	medium-high	2	32	10	2	0	19	66	60	2	1	7	0	0	0.611	0.714	0.19	0	0.0		
weka.associations.SingleAssociatorEnhancer	SingleAssociatorEnhancer	high	low	low-medium	low	5	155	25	2	1	15	68	64	1	1	9	0	1	0.75	0.593	0.857	0	0.222		
<Package>weka.attributeSelection	weka.attributeSelection	high	high	high	low						1681	6166													
weka.attributeSelection.ASEvaluation	ASEvaluation	very-high	low-medium	low-medium	medium-high	7	341	27	1	14	26	87	83	1	1	14	3	0	1.0	0.765	0.993	0	0.0		
weka.attributeSelection.ASSearch	ASSearch	medium-high	low-medium	low	low-medium	6	149	12	1	3	10	34	31	0	1	5	2	0	0.0	0.69	0.0	0	0.0		
weka.attributeSelection.AttributeEvaluator	AttributeEvaluator	low	low	low	low	0	1	0	1	8	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
weka.attributeSelection.AttributeSelection	AttributeSelection	very-high	medium-high	medium-high	medium-high	16	331	92	1	0	142	499	482	15	1	20	4	0	0.882	0.755	0.853	0	0.0		
weka.attributeSelection.AttributeSetEvaluator	AttributeSetEvaluator	low-medium	low	low	low	0	2	0	2	0	2	5	3	0	1	2	0	0	0.0	0.0	0.0	0	0.0		
weka.attributeSelection.AttributeTransformer	AttributeTransformer	low	low	low	low	2	3	0	1	1	3	4	3	0	0	3	0	0	0.0	0.444	0.0	0	0.0		
weka.attributeSelection.BestFirst	BestFirst	very-high	low-medium	medium-high	medium-high	9	205	59	2	0	76	384	300	11	5	24	0	1	0.853	0.798	0.858	0	0.083		
weka.attributeSelection.CfsSubsetEval	CfsSubsetEval	very-high	medium-high	medium-high	medium-high	14	448	78	2	0	214	659	638	18	1	38	1	3	0.886	0.761	0.942	0	0.158		
weka.attributeSelection.CheckAttributeSelection	CheckAttributeSelection	very-high	medium-high	medium-high	medium-high	14	368	103	3	0	143	649	645	3	0	32	1	0	0.821	0.754	0.894	1	0.0		
weka.attributeSelection.ClassifierAttributeEval	ClassifierAttributeEval	very-high	low-medium	medium-high	high	8	399	50	2	0	48	175	165	7	1	35	1	5	0.852	0.833	0.644	0	0.286		
weka.attributeSelection.ClassifierSubsetEval	ClassifierSubsetEval	very-high	medium-high	medium-high	high	20	582	99	3	0	164	640	576	14	12	36	1	1	0.88	0.854	0.878	0	0.083		
weka.attributeSelection.CorrelationAttributeEval	CorrelationAttributeEval	very-high	low-medium	low-medium	medium-high	10	415	49	2	0	61	190	184	3	1	12	1	1	0.688	0.723	0.897	0	0.167		
weka.attributeSelection.ErrorBasedMeritEvaluator	ErrorBasedMeritEvaluator	low	low	low	low	0	0	0	1	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
weka.attributeSelection.GainRatioAttributeEval	GainRatioAttributeEval	very-high	medium-high	low-medium	medium-high	11	401	36	2	0	44	167	159	5	1	15	1	2	0.722	0.725	0.895	0	0.267		
weka.attributeSelection.GreedyStepwise	GreedyStepwise	very-high	low-medium	medium-high	high	7	224	70	2	0	115	412	387	22	1	38	0	1	0.926	0.832	0.93	0	0.053		
weka.attributeSelection.HoldOutSubsetEvaluator	HoldOutSubsetEvaluator	low-medium	low	low	low	2	2	0	2	1	2	10	6	0	1	2	0	0	0.0	0.3	0.0	0	0.0		
weka.attributeSelection.InfoGainAttributeEval	InfoGainAttributeEval	very-high	medium-high	low-medium	medium-high	12	413	45	2	0	54	175	169	3	1	17	1	1	0.643	0.733	0.904	0	0.118		
weka.attributeSelection.OneRAttributeEval	OneRAttributeEval	very-high	medium-high	low-medium	medium-high	11	513	42	2	0	33	154	146	5	1	24	1	2	0.792	0.728	0.935	0	0.167		
weka.attributeSelection.PrincipalComponents	PrincipalComponents	very-high	medium-high	medium-high	high	20	475	100	3	0	113	445	416	26	1	36	2	1	0.88	0.805	0.916	0	0.083		
weka.attributeSelection.RankedOutputSearch	RankedOutputSearch	low	low	low	low-medium	0	8	0	1	2	8	9	8	0	0	8	0	0	0.0	0.656	0.0	0	0.0		
weka.attributeSelection.Ranker	Ranker	high	low-medium	low-medium	high	8	200	43	2	0	72	229	216	10	1	26	0	1	0.825	0.808	0.922	0	0.077		
weka.attributeSelection.ReliefFAttributeEval	ReliefFAttributeEval	very-high	medium-high	medium-high	medium-high	11	392	70	2	0	154	590	564	23	1	35	1	2	0.891	0.782	0.929	0	0.114		
weka.attributeSelection.StartSetHandler	StartSetHandler	low	low	low	low	0	2	0	1	3	2	3	2	0	0	2	0	0	0.0	0.25	0.0	0	0.0		
weka.attributeSelection.SubsetEvaluator	SubsetEvaluator	low	low	low	low	0	1	0	1	5	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
weka.attributeSelection.SymmetricalUncertAttributeEval	SymmetricalUncertAttributeEval	very-high	medium-high	low-medium	medium-high	11	400	35	2	0	43	161	153	5	1	14	1	1	0.7	0.733	0.912	0	0.143		
weka.attributeSelection.UnsupervisedAttributeEvaluator	UnsupervisedAttributeEvaluator	low-medium	low	low	low	0	0	0	2	1	0	4	0	0	1	0	0	0	0.0	0.0	0.0	0	0.0		
weka.attributeSelection.UnsupervisedSubsetEvaluator	UnsupervisedSubsetEvaluator	low-medium	low	low	low	1	3	0	2	0	3	7	3	0	1	3	0	0	0.0	0.333	0.0	0	0.0		
weka.attributeSelection.WrapperSubsetEval	WrapperSubsetEval	very-high	medium-high	medium-high	high	20	600	92	2	0	119	469	401	11	12	32	1	2	0.899	0.83	0.888	0	0.125		
<Package>weka.classifiers	weka.classifiers	medium-high	high	medium-high	low						877	3186													
weka.classifiers.AbstractClassifier	AbstractClassifier	very-high	low-medium	low-medium	high	9	729	43	1	35	57	191	181	4	3	24	4	0	0.921	0.804	0.979	0	0.0		
weka.classifiers.AggregateableEvaluation	AggregateableEvaluation	low-medium	low	low	low	3	16	2	2	0	4	17	15	0	1	4	0	0	0.0	0.437	0.0	0	0.0		
weka.classifiers.BVDecompose	BVDecompose	high	medium-high	low-medium	medium-high	11	166	65	1	0	61	265	251	12	0	26	1	0	0.921	0.733	0.895	0	0.0		
weka.classifiers.BVDecomposeSegCVSub	BVDecomposeSegCVSub	high	medium-high	medium-high	high	11	185	83	1	0	105	418	401	15	0	32	1	0	0.936	0.801	0.92	0	0.0		
weka.classifiers.CheckClassifier	CheckClassifier	very-high	medium-high	medium-high	medium-high	15	396	107	3	0	216	895	893	1	0	31	1	0	0.0	0.711	0.786	1	0.0		
weka.classifiers.CheckSource	CheckSource	high	low-medium	low-medium	medium-high	8	158	48	1	0	42	179	173	4	0	13	1	0	0.844	0.714	0.934	0	0.0		
weka.classifiers.Classifier	Classifier	low	low	low	low	3	4	0	1	2	4	5	4	0	0	4	0	0	0.0	0.417	0.0	0	0.0		
weka.classifiers.ConditionalDensityEstimator	ConditionalDensityEstimator	low	low	low	low	1	1	0	1	2	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
weka.classifiers.CostMatrix	CostMatrix	very-high	low	medium-high	high	5	108	54	1	0	127	401	373	2	2	24	1	0	0.778	0.825	0.663	0	0.0		
weka.classifiers.Evaluation	Evaluation	very-high	low-medium	very-high	high	7	788	98	1	1	100	233	229	1	2	92	5	0	0.674	0.872	0.101	0	0.0		
weka.classifiers.IntervalEstimator	IntervalEstimator	low	low	low	low	1	1	0	1	2	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
weka.classifiers.IteratedSingleClassifierEnhancer	IteratedSingleClassifierEnhancer	high	low	low	low-medium	5	175	15	3	3	10	41	36	2	1	8	0	0	0.833	0.656	0.857	0	0.0		
weka.classifiers.IterativeClassifier	IterativeClassifier	low	low	low	low	1	5	0	1	5	5	6	5	0	0	5	0	0	0.0	0.533	0.0	0	0.0		
weka.classifiers.MultipleClassifiersCombiner	MultipleClassifiersCombiner	high	low-medium	low-medium	low-medium	8	186	32	2	2	27	86	81	1	1	11	0	3	0.625	0.659	0.867	0	0.545		
weka.classifiers.ParallelIteratedSingleClassifierEnhancer	ParallelIteratedSingleClassifierEnhancer	high	low	low-medium	low-medium	4	193	25	4	1	19	81	77	1	1	9	0	0	0.667	0.639	0.857	1	0.0		
weka.classifiers.ParallelMultipleClassifiersCombiner	ParallelMultipleClassifiersCombiner	high	low	low-medium	low-medium	4	174	24	3	1	29	95	88	4	1	11	0	0	0.6	0.673	0.857	1	0.0		
weka.classifiers.RandomizableClassifier	RandomizableClassifier	high	low	low	low	2	153	15	2	4	7	31	27	1	1	6	0	0	1.0	0.556	0.933	0	0.0		
weka.classifiers.RandomizableIteratedSingleClassifierEnhancer	RandomizableIteratedSingleClassifierEnhancer	high	low	low	low	2	170	15	4	2	7	31	27	1	1	6	0	0	1.0	0.556	0.933	0	0.0		
weka.classifiers.RandomizableMultipleClassifiersCombiner	RandomizableMultipleClassifiersCombiner	high	low	low	low	2	162	15	3	2	7	31	27	1	1	6	0	0	1.0	0.556	0.933	0	0.0		
weka.classifiers.RandomizableParallelIteratedSingleClassifierEnhancer	RandomizableParallelIteratedSingleClassifierEnhancer	high	low	low	low	2	175	15	5	3	7	31	27	1	1	6	0	0	1.0	0.556	0.933	0	0.0		
weka.classifiers.RandomizableParallelMultipleClassifiersCombiner	RandomizableParallelMultipleClassifiersCombiner	high	low	low	low	2	167	15	4	1	7	31	27	1	1	6	0	0	1.0	0.556	0.933	0	0.0		
weka.classifiers.RandomizableSingleClassifierEnhancer	RandomizableSingleClassifierEnhancer	high	low	low	low	2	163	15	3	5	7	31	27	1	1	6	0	0	1.0	0.556	0.933	0	0.0		
weka.classifiers.SingleClassifierEnhancer	SingleClassifierEnhancer	high	low-medium	low-medium	low-medium	7	179	28	2	7	20	77	74	1	1	12	0	3	0.667	0.611	0.833	0	0.5		
weka.classifiers.Sourcable	Sourcable	low	low	low	low	0	1	0	1	7	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
weka.classifiers.UpdateableBatchProcessor	UpdateableBatchProcessor	low	low	low	low	0	1	0	1	2	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
weka.classifiers.UpdateableClassifier	UpdateableClassifier	low	low	low	low	1	1	0	1	10	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
<Package>weka.classifiers.bayes	weka.classifiers.bayes	low-medium	low-medium	medium-high	low						448	1640													
weka.classifiers.bayes.BayesNet	BayesNet	very-high	high	very-high	high	22	919	101	2	2	128	481	465	13	1	59	2	2	0.919	0.828	0.869	0	0.068		
weka.classifiers.bayes.NaiveBayes	NaiveBayes	very-high	medium-high	medium-high	medium-high	17	855	91	2	1	131	488	475	8	2	27	1	2	0.8	0.796	0.852	0	0.148		
weka.classifiers.bayes.NaiveBayesMultinomial	NaiveBayesMultinomial	very-high	low-medium	low-medium	low-medium	10	718	35	2	1	30	102	94	5	1	9	1	2	0.542	0.68	0.893	0	0.444		
weka.classifiers.bayes.NaiveBayesMultinomialText	NaiveBayesMultinomialText	very-high	medium-high	high	high	15	811	107	2	0	131	490	463	18	1	47	1	2	0.904	0.869	0.968	0	0.085		
weka.classifiers.bayes.NaiveBayesMultinomialUpdateable	NaiveBayesMultinomialUpdateable	very-high	low-medium	low-medium	low-medium	7	716	24	3	0	21	58	55	1	1	6	1	4	0.667	0.657	0.8	0	2.0		
weka.classifiers.bayes.NaiveBayesUpdateable	NaiveBayesUpdateable	very-high	low	low	low	3	669	5	3	0	6	21	18	0	1	4	1	3	0.0	0.533	0.0	0	2.25		
<Package>weka.classifiers.bayes.net	weka.classifiers.bayes.net	high	low-medium	very-high	low						1281	5384													
weka.classifiers.bayes.net.ADNode	ADNode	low-medium	low-medium	low-medium	low-medium	8	33	22	1	0	30	126	118	4	2	5	4	0	0.417	0.648	0.917	0	0.0		
weka.classifiers.bayes.net.BIFReader	BIFReader	medium-high	medium-high	low-medium	low-medium	15	107	69	3	0	80	292	286	4	1	25	1	2	0.911	0.679	0.848	0	0.24		
weka.classifiers.bayes.net.BayesNetGenerator	BayesNetGenerator	medium-high	medium-high	medium-high	low	13	144	58	4	0	84	302	292	8	1	18	2	4	0.867	0.6	0.655	1	0.889		
weka.classifiers.bayes.net.EditableBayesNet	EditableBayesNet	very-high	medium-high	very-high	high	15	332	104	3	1	275	1551	860	8	3	64	1	2	0.848	0.827	0.69	0	0.094		
weka.classifiers.bayes.net.GUI	GUI	very-high	medium-high	very-high	low	16	346	129	5	0	87	2397	561	63	3	20	1	0	0.954	0.548	0.6	0	0.0		
weka.classifiers.bayes.net.MarginCalculator	MarginCalculator	high	low-medium	medium-high	low-medium	6	134	45	1	0	106	594	270	4	1	19	1	0	0.8	0.694	0.818	0	0.0		
weka.classifiers.bayes.net.ParentSet	ParentSet	low-medium	low	low-medium	low	3	26	3	1	0	32	87	81	3	1	17	0	0	0.483	0.529	0.191	0	0.0		
weka.classifiers.bayes.net.VaryNode	VaryNode	low	low	low	low	2	13	6	1	0	13	35	30	3	1	4	0	0	0.875	0.55	0.833	0	0.0		
<Package>weka.classifiers.bayes.net.estimate	weka.classifiers.bayes.net.estimate	low	low-medium	low-medium	low						136	543													
weka.classifiers.bayes.net.estimate.BMAEstimator	BMAEstimator	very-high	medium-high	low-medium	low-medium	12	263	30	3	0	26	129	126	1	1	10	0	5	0.75	0.68	0.933	1	1.5		
weka.classifiers.bayes.net.estimate.BayesNetEstimator	BayesNetEstimator	low	low	low	low-medium	5	26	7	1	2	13	49	45	1	1	12	0	0	0.667	0.667	0.909	0	0.0		
weka.classifiers.bayes.net.estimate.DiscreteEstimatorBayes	DiscreteEstimatorBayes	low-medium	low	low-medium	low	4	27	11	2	1	30	88	81	4	1	8	1	2	0.6	0.556	0.417	0	0.5		
weka.classifiers.bayes.net.estimate.DiscreteEstimatorFullBayes	DiscreteEstimatorFullBayes	low-medium	low	low	low	2	12	8	3	0	9	37	34	0	1	2	1	1	0.0	0.533	0.0	0	1.5		
weka.classifiers.bayes.net.estimate.MultiNomialBMAEstimator	MultiNomialBMAEstimator	very-high	medium-high	low-medium	low-medium	13	266	34	2	0	36	161	158	1	1	11	0	7	0.75	0.655	0.945	0	1.273		
weka.classifiers.bayes.net.estimate.SimpleEstimator	SimpleEstimator	low-medium	low-medium	low-medium	low	9	38	22	2	1	22	79	77	0	1	6	0	6	0.0	0.333	0.0	0	2.0		
<Package>weka.classifiers.bayes.net.search	weka.classifiers.bayes.net.search	low	low	low	low						64	168													
weka.classifiers.bayes.net.search.SearchAlgorithm	SearchAlgorithm	medium-high	low	low-medium	low-medium	5	85	22	1	4	64	168	161	4	1	17	0	0	1.0	0.676	1.0	0	0.0		
<Package>weka.classifiers.bayes.net.search.ci	weka.classifiers.bayes.net.search.ci	low	low	low-medium	low						151	267													
weka.classifiers.bayes.net.search.ci.CISearchAlgorithm	CISearchAlgorithm	low-medium	low	low	low	4	39	7	3	1	6	28	23	2	1	3	0	2	0.0	0.333	1.0	0	2.0		
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm	ICSSearchAlgorithm	very-high	low-medium	low-medium	medium-high	7	311	41	4	0	139	239	224	1	1	16	1	3	1.0	0.731	0.972	0	0.75		
<Package>weka.classifiers.bayes.net.search.fixed	weka.classifiers.bayes.net.search.fixed	low	low	low	low						18	65													
weka.classifiers.bayes.net.search.fixed.FromFile	FromFile	low-medium	low-medium	low-medium	low-medium	7	86	23	2	0	13	51	48	1	1	8	0	2	0.75	0.625	0.893	0	0.5		
weka.classifiers.bayes.net.search.fixed.NaiveBayes	NaiveBayes	low-medium	low	low	low	4	16	5	2	0	5	14	11	0	1	3	0	2	0.0	0.444	0.0	0	1.333		
<Package>weka.classifiers.bayes.net.search.global	weka.classifiers.bayes.net.search.global	low-medium	low-medium	low-medium	low						342	1250													
weka.classifiers.bayes.net.search.global.GeneticSearch	GeneticSearch	high	low-medium	low-medium	medium-high	6	178	43	3	0	56	284	187	9	1	28	0	3	0.936	0.768	0.978	0	0.321		
weka.classifiers.bayes.net.search.global.GlobalScoreSearchAlgorithm	GlobalScoreSearchAlgorithm	medium-high	low-medium	low-medium	medium-high	9	150	49	2	5	46	200	189	4	5	22	0	1	0.846	0.773	0.876	0	0.091		
weka.classifiers.bayes.net.search.global.HillClimber	HillClimber	high	low-medium	low-medium	low-medium	7	170	42	3	2	50	186	161	1	1	21	0	3	1.0	0.673	0.924	1	0.429		
weka.classifiers.bayes.net.search.global.K2	K2	high	low-medium	low-medium	medium-high	9	167	32	3	0	30	131	127	1	1	14	0	3	0.938	0.762	0.868	1	0.643		
weka.classifiers.bayes.net.search.global.RepeatedHillClimber	RepeatedHillClimber	high	low-medium	low-medium	low-medium	8	185	35	4	0	27	96	91	3	1	14	0	2	0.85	0.686	0.964	0	0.571		
weka.classifiers.bayes.net.search.global.SimulatedAnnealing	SimulatedAnnealing	high	low-medium	low-medium	medium-high	10	181	42	3	0	33	144	135	6	1	20	0	3	0.893	0.767	0.93	0	0.45		
weka.classifiers.bayes.net.search.global.TAN	TAN	very-high	low-medium	low-medium	low-medium	7	208	13	3	0	29	89	86	0	1	7	0	2	0.0	0.643	0.0	1	0.857		
weka.classifiers.bayes.net.search.global.TabuSearch	TabuSearch	high	medium-high	low-medium	medium-high	11	197	34	4	0	28	120	114	3	1	16	0	4	0.708	0.76	0.97	0	1.0		
<Package>weka.classifiers.bayes.net.search.local	weka.classifiers.bayes.net.search.local	low-medium	low-medium	medium-high	low						458	1626													
weka.classifiers.bayes.net.search.local.GeneticSearch	GeneticSearch	medium-high	low-medium	low-medium	medium-high	6	109	43	3	0	57	286	189	9	1	28	0	3	0.936	0.768	0.978	0	0.321		
weka.classifiers.bayes.net.search.local.HillClimber	HillClimber	medium-high	low-medium	low-medium	medium-high	7	102	47	3	3	63	246	196	2	1	23	0	3	0.872	0.707	0.909	1	0.391		
weka.classifiers.bayes.net.search.local.K2	K2	low-medium	low-medium	low-medium	medium-high	9	98	32	3	0	30	133	129	1	1	14	0	3	0.938	0.762	0.868	1	0.643		
weka.classifiers.bayes.net.search.local.LAGDHillClimber	LAGDHillClimber	medium-high	low-medium	low-medium	low-medium	7	116	25	4	0	44	181	177	2	1	18	0	5	0.815	0.685	0.91	1	1.111		
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm	LocalScoreSearchAlgorithm	medium-high	medium-high	low-medium	medium-high	13	134	51	2	6	86	295	286	3	2	22	0	1	0.754	0.747	0.85	0	0.091		
weka.classifiers.bayes.net.search.local.RepeatedHillClimber	RepeatedHillClimber	medium-high	low-medium	low-medium	low-medium	8	118	35	4	0	29	101	96	3	1	14	0	2	0.85	0.686	0.964	0	0.571		
weka.classifiers.bayes.net.search.local.Scoreable	Scoreable	low	low	low	low	0	1	0	1	1	1	7	1	0	5	1	0	0	0.0	0.0	0.0	0	0.0		
weka.classifiers.bayes.net.search.local.SimulatedAnnealing	SimulatedAnnealing	medium-high	low-medium	low-medium	medium-high	10	110	42	3	0	34	150	141	6	1	20	0	3	0.893	0.767	0.93	0	0.45		
weka.classifiers.bayes.net.search.local.TAN	TAN	medium-high	low-medium	low-medium	low-medium	7	138	14	3	0	34	103	100	0	1	7	0	2	0.0	0.643	0.0	1	0.857		
weka.classifiers.bayes.net.search.local.TabuSearch	TabuSearch	medium-high	medium-high	low-medium	medium-high	11	130	36	4	0	29	124	118	3	1	16	0	4	0.708	0.76	0.97	0	1.0		
<Package>weka.classifiers.evaluation	weka.classifiers.evaluation	high	medium-high	medium-high	low						1091	3265													
weka.classifiers.evaluation.AbstractEvaluationMetric	AbstractEvaluationMetric	low	low	low	low	2	36	5	1	0	13	34	27	1	1	8	1	0	0.0	0.556	1.0	0	0.0		
weka.classifiers.evaluation.AggregateableEvaluation	AggregateableEvaluation	low-medium	low	low-medium	low	2	14	8	2	0	17	72	69	0	1	5	0	0	0.0	0.5	0.0	0	0.0		
weka.classifiers.evaluation.ConfusionMatrix	ConfusionMatrix	low-medium	low-medium	low-medium	medium-high	6	44	23	2	0	48	121	118	1	1	15	1	1	0.6	0.777	0.857	0	0.133		
weka.classifiers.evaluation.CostCurve	CostCurve	low-medium	low-medium	low	low	7	54	14	1	0	8	46	41	0	4	4	0	0	0.75	0.417	1.0	0	0.0		
weka.classifiers.evaluation.Evaluation	Evaluation	very-high	very-high	very-high	high	43	698	276	1	1	738	2197	2142	45	4	118	10	0	0.949	0.884	0.896	1	0.0		
weka.classifiers.evaluation.EvaluationMetricHelper	EvaluationMetricHelper	high	low	low-medium	low	4	159	58	1	0	90	203	198	3	0	10	3	0	0.556	0.6	0.786	0	0.0		
weka.classifiers.evaluation.EvaluationUtils	EvaluationUtils	low	low-medium	low	low	8	37	20	1	0	13	43	41	1	0	7	0	0	0.0	0.514	0.857	0	0.0		
weka.classifiers.evaluation.InformationRetrievalEvaluationMetric	InformationRetrievalEvaluationMetric	low	low	low	low	1	3	0	1	0	3	5	3	0	0	3	0	0	0.0	0.467	0.0	0	0.0		
weka.classifiers.evaluation.InformationTheoreticEvaluationMetric	InformationTheoreticEvaluationMetric	low	low	low	low	2	4	0	1	0	4	9	4	0	0	4	0	0	0.0	0.312	0.0	0	0.0		
weka.classifiers.evaluation.IntervalBasedEvaluationMetric	IntervalBasedEvaluationMetric	low	low	low	low	2	2	0	1	0	2	4	2	0	0	2	0	0	0.0	0.375	0.0	0	0.0		
weka.classifiers.evaluation.MarginCurve	MarginCurve	low	low-medium	low	low	7	25	11	1	0	9	41	40	0	0	5	0	0	0.0	0.55	0.0	0	0.0		
weka.classifiers.evaluation.NominalPrediction	NominalPrediction	low-medium	low	low-medium	low	1	18	10	1	0	24	69	62	4	1	10	2	0	0.767	0.528	0.873	0	0.0		
weka.classifiers.evaluation.NumericPrediction	NumericPrediction	low	low	low	low	1	17	9	1	0	13	38	31	4	1	11	0	0	0.833	0.318	0.873	0	0.0		
weka.classifiers.evaluation.Prediction	Prediction	low	low	low	low	0	3	0	1	2	3	6	3	0	1	3	0	0	0.0	0.0	1.0	0	0.0		
weka.classifiers.evaluation.RegressionAnalysis	RegressionAnalysis	low-medium	low	low-medium	low	5	47	16	1	0	25	75	74	0	0	1	7	0	0.0	0.437	0.0	0	0.0		
weka.classifiers.evaluation.StandardEvaluationMetric	StandardEvaluationMetric	low	low	low	low	1	3	0	1	0	3	6	3	0	0	3	0	0	0.0	0.222	0.0	0	0.0		
weka.classifiers.evaluation.ThresholdCurve	ThresholdCurve	medium-high	low-medium	low-medium	low-medium	9	61	41	1	0	53	215	200	0	14	6	5	0	0.821	0.606	0.714	0	0.0		
weka.classifiers.evaluation.ThresholdProducingMetric	ThresholdProducingMetric	low	low	low	low	0	1	0	1	0	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
weka.classifiers.evaluation.TwoClassStats	TwoClassStats	low-medium	low	low-medium	low	2	24	19	1	0	23	79	73	4	1	18	0	0	0.733	0.361	0.758	0	0.0		
<Package>weka.classifiers.evaluation.output.prediction	weka.classifiers.evaluation.output.prediction	low-medium	low-medium	low-medium	low						261	887													
weka.classifiers.evaluation.output.prediction.AbstractOutput	AbstractOutput	very-high	low-medium	high	high	10	239	61	1	6	82	260	250	8	1	43	1	0	0.86	0.843	0.948	0	0.0		
weka.classifiers.evaluation.output.prediction.CSV	CSV	medium-high	low-medium	low-medium	medium-high	7	111	46	2	0	46	145	142	1	1	13	0	0	0.625	0.758	0.964	0	0.0		
weka.classifiers.evaluation.output.prediction.HTML	HTML	low-medium	low-medium	low-medium	low-medium	6	77	34	2	0	39	126	123	0	1	8	0	0	0.0	0.667	0.0	0	0.0		
weka.classifiers.evaluation.output.prediction.InMemory	InMemory	low-medium	low-medium	low-medium	low-medium	6	49	22	2	0	20	72	62	1	1	10	0	0	0.875	0.7	1.0	0	0.0		
weka.classifiers.evaluation.output.prediction.Null	Null	low-medium	low	low	low-medium	2	7	0	2	0	7	13	10	0	1	7	0	1	0.0	0.629	0.0	0	0.286		
weka.classifiers.evaluation.output.prediction.PlainText	PlainText	low-medium	low-medium	low-medium	low	6	78	33	2	0	37	99	96	0	1	7	0	0	0.0	0.6	0.0	0	0.0		
