QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI	Coverage	
org.apache.xerces.jaxp.validation.SoftReferenceGrammarPool	SoftReferenceGrammarPool	low	low	low-medium	low	0	7	1	0	0	10	154	23	3	1	6	0	0	0.688	0.417	0.2	0	0.0		
org.apache.xerces.jaxp.validation.StAXDocumentHandler	StAXDocumentHandler	low	low	low	low	0	1	0	1	0	15	16	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.StAXEventResultBuilder	StAXEventResultBuilder	low	low	low-medium	low	0	1	0	0	0	1	185	2	2	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.StAXStreamResultBuilder	StAXStreamResultBuilder	low	low	low-medium	low	0	1	0	0	0	1	140	2	2	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.StAXValidatorHelper	StAXValidatorHelper	low	low	medium-high	low	0	0	0	0	0	0	391	0	5	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.StreamValidatorHelper	StreamValidatorHelper	low	low	low-medium	low	0	0	0	0	0	0	99	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.Util	Util	low	low	low	low	0	0	0	0	0	0	25	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.ValidatorHandlerImpl	ValidatorHandlerImpl	low	low	medium-high	low	0	5	1	0	0	14	561	41	4	0	4	0	0	0.0	0.333	1.0	0	0.0		
org.apache.xerces.jaxp.validation.ValidatorHelper	ValidatorHelper	low	low	low	low	0	0	0	1	0	1	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.ValidatorImpl	ValidatorImpl	low	low	low-medium	low	0	1	0	0	0	4	170	15	3	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.WeakReferenceXMLSchema	WeakReferenceXMLSchema	low	low	low	low	0	2	0	0	0	2	11	3	0	0	2	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.XMLSchema	XMLSchema	low	low	low	low	0	1	0	0	0	1	12	2	1	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.XMLSchemaFactory	XMLSchemaFactory	low	low	low-medium	low	0	1	0	0	0	1	264	9	2	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.XMLSchemaValidatorComponentManager	XMLSchemaValidatorComponentManager	low	low	low-medium	low	0	2	0	0	0	6	236	30	2	0	2	0	0	1.0	0.0	0.0	0	0.0		
org.apache.xerces.jaxp.validation.XSGrammarPoolContainer	XSGrammarPoolContainer	low	low	low	low	0	1	0	1	0	3	4	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
<Package>org.apache.xerces.parsers	org.apache.xerces.parsers	low-medium	low	very-high	low						382	7260													
org.apache.xerces.parsers.AbstractDOMParser	AbstractDOMParser	low-medium	low	high	low	0	5	0	0	0	24	1173	85	19	2	5	0	0	1.095	0.533	1.0	0	0.0		
org.apache.xerces.parsers.AbstractSAXParser	AbstractSAXParser	low	low	medium-high	low	0	3	0	0	0	8	768	23	9	0	3	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.AbstractXMLDocumentParser	AbstractXMLDocumentParser	low	low	low-medium	low	0	1	0	0	0	1	102	3	1	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.BasicParserConfiguration	BasicParserConfiguration	low	low	low-medium	low	0	2	0	0	0	3	149	7	0	0	2	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.CachingParserPool	CachingParserPool	low	low	low-medium	low	0	2	0	0	0	2	79	4	2	2	2	0	0	0.0	0.25	1.0	0	0.0		
org.apache.xerces.parsers.DOMASBuilderImpl	DOMASBuilderImpl	low	low	low-medium	low	0	2	0	0	0	3	80	6	0	0	2	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.DOMParser	DOMParser	low	low	low-medium	low	0	1	0	0	0	1	224	2	1	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.DOMParserImpl	DOMParserImpl	low	low	medium-high	low	0	5	0	0	0	11	742	34	5	1	5	0	0	1.0	0.0	0.833	0	0.0		
org.apache.xerces.parsers.DTDConfiguration	DTDConfiguration	low-medium	low	medium-high	low	0	6	3	0	0	33	324	94	1	1	6	0	0	0.0	0.417	1.0	0	0.0		
org.apache.xerces.parsers.DTDParser	DTDParser	low	low	low-medium	low	0	5	0	0	0	5	59	5	0	0	5	0	0	0.0	0.3	0.0	0	0.0		
org.apache.xerces.parsers.IntegratedParserConfiguration	IntegratedParserConfiguration	low	low	low-medium	low	0	2	0	0	0	13	77	54	0	0	2	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.NonValidatingConfiguration	NonValidatingConfiguration	low-medium	low	low-medium	low	0	5	2	0	0	27	291	68	2	1	5	0	0	0.0	0.4	1.0	0	0.0		
org.apache.xerces.parsers.ObjectFactory	ObjectFactory	low	low	low-medium	low	0	1	0	0	0	2	206	6	0	3	0	1	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.SAXParser	SAXParser	low	low	low	low	0	1	0	0	0	1	33	2	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.SecureProcessingConfiguration	SecureProcessingConfiguration	low	low	medium-high	low	0	6	1	0	0	14	464	49	11	10	5	1	0	1.714	0.5	0.0	0	0.0		
org.apache.xerces.parsers.SecurityConfiguration	SecurityConfiguration	low	low	low	low	0	1	0	0	0	1	15	2	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.SecuritySupport	SecuritySupport	low	low	low-medium	low	0	1	0	0	0	1	72	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.SoftReferenceSymbolTableConfiguration	SoftReferenceSymbolTableConfiguration	low	low	low	low	0	1	0	0	0	1	15	2	0	0	1	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.StandardParserConfiguration	StandardParserConfiguration	low	low	low-medium	low	0	2	0	0	0	5	138	16	0	0	2	0	0	0.0	0.0	0.0	0	0.0		
org.apache.xerces.parsers.XIncludeAwareParserConfiguration	XIncludeAwareParserConfiguration	low	low	low-medium	low	0	3	0	0	0	19	132	74	1	0	3	0	0	0.0	0.0	0.0	0	0.0		
